IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.16.5.197,4,1,0.75,360.41,0.00
104.16.34.196,4,1,0.75,362.66,0.00
104.16.188.109,4,1,0.75,363.57,0.00
104.18.183.86,4,1,0.75,364.42,0.00
104.18.195.138,4,1,0.75,364.49,0.00
104.19.163.160,4,1,0.75,364.54,0.00
104.17.22.74,4,1,0.75,365.42,0.00
104.18.181.207,4,1,0.75,366.19,0.00
104.19.148.193,4,1,0.75,366.54,0.00
104.17.143.107,4,1,0.75,366.63,0.00
104.19.232.43,4,1,0.75,367.02,0.00
104.18.78.99,4,1,0.75,367.54,0.00
104.16.139.88,4,1,0.75,367.85,0.00
104.16.29.54,4,1,0.75,368.15,0.00
104.16.158.129,4,1,0.75,368.49,0.00
104.18.198.175,4,1,0.75,369.59,0.00
104.19.162.188,4,1,0.75,371.01,0.00
104.18.201.4,4,1,0.75,371.37,0.00
104.16.58.80,4,1,0.75,371.81,0.00
104.17.207.49,4,1,0.75,372.39,0.00
104.17.19.110,4,1,0.75,372.48,0.00
104.17.141.155,4,1,0.75,372.93,0.00
104.19.157.198,4,1,0.75,373.12,0.00
104.17.152.15,4,1,0.75,373.84,0.00
104.17.23.143,4,1,0.75,373.91,0.00
104.16.187.251,4,1,0.75,373.97,0.00
104.17.16.107,4,1,0.75,374.49,0.00
104.16.224.165,4,1,0.75,374.92,0.00
104.16.196.14,4,1,0.75,375.17,0.00
104.18.6.94,4,1,0.75,375.62,0.00
104.16.192.40,4,1,0.75,375.80,0.00
104.16.16.55,4,1,0.75,376.40,0.00
104.18.32.122,4,1,0.75,376.42,0.00
104.17.18.254,4,1,0.75,376.64,0.00
104.19.159.117,4,1,0.75,377.74,0.00
104.17.113.71,4,1,0.75,377.92,0.00
104.16.14.248,4,1,0.75,377.95,0.00
104.19.229.85,4,1,0.75,378.16,0.00
104.18.249.132,4,1,0.75,378.86,0.00
104.18.251.69,4,1,0.75,378.97,0.00
104.17.120.244,4,1,0.75,379.21,0.00
104.18.206.120,4,1,0.75,379.63,0.00
104.19.147.48,4,1,0.75,380.08,0.00
104.17.93.238,4,1,0.75,380.16,0.00
104.16.175.215,4,1,0.75,380.54,0.00
104.17.112.39,4,1,0.75,381.07,0.00
104.17.158.188,4,1,0.75,381.44,0.00
104.19.171.35,4,1,0.75,381.47,0.00
104.16.3.221,4,1,0.75,381.65,0.00
104.16.194.251,4,1,0.75,381.77,0.00
104.16.172.235,4,1,0.75,381.85,0.00
104.18.194.186,4,1,0.75,381.94,0.00
104.18.199.161,4,1,0.75,382.32,0.00
104.18.214.19,4,1,0.75,382.70,0.00
104.18.14.16,4,1,0.75,384.26,0.00
104.18.79.59,4,1,0.75,384.35,0.00
104.16.181.124,4,1,0.75,385.01,0.00
104.18.200.85,4,1,0.75,385.12,0.00
104.17.162.78,4,1,0.75,385.95,0.00
104.16.165.151,4,1,0.75,386.62,0.00
104.17.21.137,4,1,0.75,388.60,0.00
104.18.196.233,4,1,0.75,388.71,0.00
104.16.176.193,4,1,0.75,388.88,0.00
104.18.130.13,4,1,0.75,389.88,0.00
104.18.190.97,4,1,0.75,390.08,0.00
104.18.173.147,4,1,0.75,390.43,0.00
104.19.235.64,4,1,0.75,390.72,0.00
104.16.41.194,4,1,0.75,390.95,0.00
104.17.116.215,4,1,0.75,391.29,0.00
104.19.120.206,4,1,0.75,391.41,0.00
104.17.20.181,4,1,0.75,392.14,0.00
104.17.26.36,4,1,0.75,392.63,0.00
104.16.142.197,4,1,0.75,393.42,0.00
104.17.14.56,4,1,0.75,393.65,0.00
104.17.12.100,4,1,0.75,393.79,0.00
104.16.174.14,4,1,0.75,394.05,0.00
104.16.71.136,4,1,0.75,394.16,0.00
104.17.17.29,4,1,0.75,394.29,0.00
104.17.205.137,4,1,0.75,395.42,0.00
104.16.242.159,4,1,0.75,395.88,0.00
104.16.63.69,4,1,0.75,396.66,0.00
104.18.180.190,4,1,0.75,397.07,0.00
104.16.159.135,4,1,0.75,397.30,0.00
104.16.157.127,4,1,0.75,397.88,0.00
104.16.95.252,4,1,0.75,398.67,0.00
104.16.90.108,4,1,0.75,398.80,0.00
104.16.182.24,4,1,0.75,398.80,0.00
104.16.130.160,4,1,0.75,398.80,0.00
104.17.166.251,4,1,0.75,398.82,0.00
104.17.91.112,4,1,0.75,399.43,0.00
104.16.27.87,4,1,0.75,399.55,0.00
104.16.171.149,4,1,0.75,400.43,0.00
104.16.161.56,4,1,0.75,400.64,0.00
104.19.166.26,4,1,0.75,400.91,0.00
104.16.54.177,4,1,0.75,400.97,0.00
104.16.45.102,4,1,0.75,401.60,0.00
104.16.103.211,4,1,0.75,402.46,0.00
104.17.155.121,4,1,0.75,405.10,0.00
104.16.10.155,4,1,0.75,405.20,0.00
104.16.148.90,4,1,0.75,405.35,0.00
104.17.95.93,4,1,0.75,406.06,0.00
104.16.151.97,4,1,0.75,406.34,0.00
104.16.59.209,4,1,0.75,406.46,0.00
104.16.155.31,4,1,0.75,406.72,0.00
104.16.68.8,4,1,0.75,409.03,0.00
104.16.79.91,4,1,0.75,409.97,0.00
104.16.193.113,4,1,0.75,409.98,0.00
104.16.92.61,4,1,0.75,410.48,0.00
104.16.99.247,4,1,0.75,410.93,0.00
104.16.108.68,4,1,0.75,414.56,0.00
104.16.6.48,4,1,0.75,416.39,0.00
104.16.4.57,4,1,0.75,416.90,0.00
104.16.146.156,4,1,0.75,418.24,0.00
104.18.35.75,4,1,0.75,418.96,0.00
104.16.198.228,4,1,0.75,419.20,0.00
104.16.199.90,4,1,0.75,419.32,0.00
104.16.100.222,4,1,0.75,420.22,0.00
104.19.1.226,4,1,0.75,420.49,0.00
104.16.26.156,4,1,0.75,420.95,0.00
104.16.106.242,4,1,0.75,421.84,0.00
104.16.163.243,4,1,0.75,422.48,0.00
104.16.20.81,4,1,0.75,423.60,0.00
104.16.190.51,4,1,0.75,424.47,0.00
104.16.173.32,4,1,0.75,426.09,0.00
104.16.86.188,4,1,0.75,430.18,0.00
104.16.77.87,4,1,0.75,430.68,0.00
104.16.32.22,4,1,0.75,430.68,0.00
104.16.44.54,4,1,0.75,431.32,0.00
104.16.35.196,4,1,0.75,432.22,0.00
104.16.135.245,4,1,0.75,433.38,0.00
104.16.15.212,4,1,0.75,433.93,0.00
104.16.38.121,4,1,0.75,433.93,0.00
104.16.42.70,4,1,0.75,435.13,0.00
104.16.46.231,4,1,0.75,436.27,0.00
104.16.49.160,4,1,0.75,437.74,0.00
104.16.18.243,4,1,0.75,440.89,0.00
104.16.28.192,4,1,0.75,442.81,0.00
104.16.88.90,4,1,0.75,444.26,0.00
104.16.40.243,4,1,0.75,444.26,0.00
104.16.52.161,4,1,0.75,446.64,0.00
104.16.67.111,4,1,0.75,446.64,0.00
104.16.101.14,4,1,0.75,449.29,0.00
104.16.60.32,4,1,0.75,454.44,0.00
104.16.69.27,4,1,0.75,455.45,0.00
104.16.75.48,4,1,0.75,458.38,0.00
104.16.83.204,4,1,0.75,462.75,0.00
104.19.10.10,4,1,0.75,476.40,0.00
104.19.94.113,4,1,0.75,492.57,0.00
104.19.89.97,4,1,0.75,515.17,0.00
104.19.90.208,4,1,0.75,535.47,0.00
104.19.59.46,4,1,0.75,598.79,0.00
